end,start,task,text,video_id
212,199,215,put the bay leaf in the pan and season it with salt and pepper,fJ47lmh3uiU
254,251,215,add the wine to the pan,fJ47lmh3uiU
518,429,215,put the cooked snail on the special baking tray and put compound butter on top,fJ47lmh3uiU
561,531,215,cook the snails in the oven,fJ47lmh3uiU
77,73,309,slice the mushrooms into small pieces,gswKIbddBHw
94,82,309,add oil cole slaw mushrooms and garlic salt to the pan,gswKIbddBHw
116,113,309,place the filling in the center of the wrapper,gswKIbddBHw
148,123,309,fold the wrapper and seal the edges together,gswKIbddBHw
167,160,309,spread sesame oil in a pan,gswKIbddBHw
176,168,309,place the potstickers in the pan,gswKIbddBHw
189,182,309,add water to the pot and cover,gswKIbddBHw
27,13,304,cook udon noodles in boiling water,X1e5zsLlbZo
41,28,304,cut the ginger into slices,X1e5zsLlbZo
80,41,304,slice the onion and carrot,X1e5zsLlbZo
100,85,304,cut the cabbage in half and slice,X1e5zsLlbZo
127,114,304,add oil and ginger to the wok,X1e5zsLlbZo
140,128,304,add red onion and carrot to the wok,X1e5zsLlbZo
148,140,304,add the cabbage and stir everything,X1e5zsLlbZo
170,155,304,drain the udon noodles,X1e5zsLlbZo
186,177,304,add the noodles to the stir fry,X1e5zsLlbZo
205,194,304,pour soy sauce onto the noodles,X1e5zsLlbZo
237,220,304,slice up the ginger,X1e5zsLlbZo
270,267,304,sprinkle the nori sprinkles and garnish with ginger,X1e5zsLlbZo
65,40,305,slice the cabbage,qK_02VHLcN0
81,66,305,wash the cabbage,qK_02VHLcN0
109,96,305,chop the cabbage,qK_02VHLcN0
145,135,305,mix the cabbage with salt,qK_02VHLcN0
199,177,305,blend bell pepper ginger garlic onion and water in a food processor,qK_02VHLcN0
226,204,305,add pepper flakes fish sauce sugar water and green onion to the sauce,qK_02VHLcN0
291,280,305,toss the cabbage with the sauce,qK_02VHLcN0
296,291,305,press the cabbage into a container,qK_02VHLcN0
75,58,121,put 3 dozens of clams into a pot and boil them till they open up,UaQ_PwDnIis
105,76,121,take three slices of apple smoked bacon and fry them simultaneously in other pot for five min and remove,UaQ_PwDnIis
158,112,121,melt butter and then mix with flour,UaQ_PwDnIis
211,180,121,add 1 finely diced onion into the same pot then add the smoked bacon and stir,UaQ_PwDnIis
220,212,121,add garlic salt and celery seeds and stir,UaQ_PwDnIis
260,238,121,add clam water to the stock and cook,UaQ_PwDnIis
298,262,121,add three finely diced potato clams and rich creme and cook the potatoes,UaQ_PwDnIis
304,299,121,add a little black pepper,UaQ_PwDnIis
318,312,121,add 2 tbsp of dry parsley,UaQ_PwDnIis
18,13,306,add flour to a bowl,H4-p87JS-yA
25,20,306,crack an egg into the bowl,H4-p87JS-yA
43,30,306,add cayenne powder and salt to the bowl,H4-p87JS-yA
66,44,306,pour milk into the bowl and mix the ingredients,H4-p87JS-yA
85,69,306,add baking powder to the bowl and mix,H4-p87JS-yA
116,98,306,coat the shrimp in the batter and deep fry in a pot of hot oil,H4-p87JS-yA
129,125,306,remove the shrimp from the oil and place onto paper towel,H4-p87JS-yA
81,74,310,wrap the fish meat in a paper towel,4UDMcBe5D3A
94,92,310,pat the fish dry,4UDMcBe5D3A
117,109,310,place garnish on ice,4UDMcBe5D3A
175,133,310,dip knife in water cut the fish meat into pieces and place on the ice,4UDMcBe5D3A
107,91,309,place all of the ingredients into a bowl and mix well,cppB7IXFySk
129,110,309,fill the wonton wrappers with a spoonful of stuffing,cppB7IXFySk
140,130,309,place the wontons on a baking pan,cppB7IXFySk
147,142,309,add water and oil to a frying pan,cppB7IXFySk
151,149,309,place the potstickers into the frying pan,cppB7IXFySk
153,152,309,place the frying pan onto the stove,cppB7IXFySk
159,157,309,cover the frying pan with a lid,cppB7IXFySk
164,163,309,remove the lid from the frying pan,cppB7IXFySk
176,165,309,continue cooking the wontons in the pan,cppB7IXFySk
66,63,126,pour olive oil in the pan,T2lxCGJ9ekg
70,68,126,cook meat in the pan,T2lxCGJ9ekg
98,91,126,add salt and ground pepper,T2lxCGJ9ekg
134,115,126,add onions meat mashed garlic cloves tomato juice tomato paste and water and stir,T2lxCGJ9ekg
155,142,126,add paprika ground cumin ground coriander and oregano and mix,T2lxCGJ9ekg
166,164,126,put the lid on and slow cook,T2lxCGJ9ekg
193,191,126,add white vinegar,T2lxCGJ9ekg
204,200,126,add oregano and stir,T2lxCGJ9ekg
226,219,126,fill a taco shell with the mixture cheddar cheese and chopped iced lettuce,T2lxCGJ9ekg
23,12,120,peel and grate the potatoes,k-aTILi_nLY
32,23,120,add salt and water to a bowl,k-aTILi_nLY
37,32,120,add the potatoes to the bowl,k-aTILi_nLY
61,44,120,strain the potatoes and squeeze the water out,k-aTILi_nLY
73,68,120,melt butter in a pan,k-aTILi_nLY
87,73,120,cook the potatoes in the pan,k-aTILi_nLY
123,99,120,add onion powder salt potato powder cornstarch rice flour and water to the hash browns,k-aTILi_nLY
159,150,120,flatten the hash browns,k-aTILi_nLY
182,159,120,fry the hash browns in oil,k-aTILi_nLY
40,11,208,fry the sausages in a pan with oil,JlXYqpEWUuA
91,61,208,slice the onion and place them next to the sausage in the pan,JlXYqpEWUuA
130,123,208,slice the potatoes into chunks and boil them,JlXYqpEWUuA
171,165,208,pour water in the pan and cover,JlXYqpEWUuA
270,267,208,add tomatoes to the pan,JlXYqpEWUuA
347,330,208,add flour salt and pepper to the pan,JlXYqpEWUuA
368,366,208,cook the green beans in a pot of water,JlXYqpEWUuA
424,400,208,mash the potatoes with salt pepper and milk,JlXYqpEWUuA
140,130,316,bring the vegetable broth to boil remove from heat and add shiitake mushrooms cover it and rest it for twenty mins,um8-utUa9UI
156,144,316,grate the carrot and ginger,um8-utUa9UI
162,158,316,tear the seaweed into 1 inch pieces,um8-utUa9UI
175,166,316,remove the mushrooms from the broth cut the stems and discard them and slice the caps,um8-utUa9UI
182,176,316,add the tofu seaweed to the vegetable broth and simmer for 3 min,um8-utUa9UI
190,183,316,add the broccoli mushroom and carrots to the broth cover it and simmer for another min,um8-utUa9UI
205,192,316,remove one cup of broth and add it to a small bowl gently stir it with miso until it is dissolved,um8-utUa9UI
210,208,316,add the dissolved miso into the soup and stir,um8-utUa9UI
58,25,308,spread rice onto the seaweed,1U5GzTal-2Y
82,74,308,sprinkle sesame seeds on top of the rice,1U5GzTal-2Y
89,83,308,flip the sheet over,1U5GzTal-2Y
115,91,308,place tuna in a line on the sheet,1U5GzTal-2Y
127,118,308,place sauce on the tuna,1U5GzTal-2Y
159,134,308,roll the sheet up,1U5GzTal-2Y
230,187,308,cut the roll into pieces,1U5GzTal-2Y
252,245,308,add sauce to the top of the roll,1U5GzTal-2Y
80,77,106,stir macaroni and butter,Kkhvy9rQHaQ
101,96,106,add some cubed cheese,Kkhvy9rQHaQ
115,109,106,add shredded cheese,Kkhvy9rQHaQ
152,131,106,crack eggs and mix it with some cream,Kkhvy9rQHaQ
161,155,106,pour the mixture to the macaroni and mix them well,Kkhvy9rQHaQ
193,191,106,put the mixture in a baking pan,Kkhvy9rQHaQ
248,226,106,cook in an oven,Kkhvy9rQHaQ
60,19,126,put salt and pepper on beef steak and shallow fry it in a pan,XzgR14o6b80
94,60,126,add measly paste to another pan and add sugar rice wine olive oil salt and pepper,XzgR14o6b80
128,94,126,cook the steak until their color changes and slice them,XzgR14o6b80
148,128,126,dip the steak in the marinate mixture,XzgR14o6b80
176,148,126,cut the chinese cabbage in half and shred it,XzgR14o6b80
212,176,126,season the cabbage with chili flakes vinegar sesame seed oil and wasabe paste mayonnaise,XzgR14o6b80
248,212,126,prepare the tortillas and roll them using rolling pin,XzgR14o6b80
303,248,126,add mayonnaise cabbage and beef to the tacos,XzgR14o6b80
28,20,108,combine sugar and flour,4zO87oc_r-c
42,34,108,add baking powder salt and baking soda,4zO87oc_r-c
48,44,108,whisk the mixture,4zO87oc_r-c
66,54,108,whisk two eggs,4zO87oc_r-c
89,73,108,pour milk into the eggs and add some melted butter and vanilla,4zO87oc_r-c
101,94,108,whisk the mixture,4zO87oc_r-c
135,104,108,pour the liquid mixture into the powder mixture and stir,4zO87oc_r-c
148,141,108,pour the batter on the pan,4zO87oc_r-c
156,150,108,flip the pancake when bubbles form,4zO87oc_r-c
66,60,127,add the mixture to the center of the tortilla,14w_h9VFtzU
82,70,127,fold in the ends of the tortilla,14w_h9VFtzU
99,90,127,spray the burritos with cooking oil,14w_h9VFtzU
107,105,127,cook the burritos in the oven,14w_h9VFtzU
101,87,127,place sliced onions green pepper and mushrooms in a bowl,S8BAT46vJJs
145,101,127,add red chili powder cumin powder coriander powder salt and oil to the bowl,S8BAT46vJJs
178,145,127,stir and bake the mixture in the oven,S8BAT46vJJs
209,178,127,put the mixture rice and shredded cheese on the tortilla,S8BAT46vJJs
337,234,127,fold the tortilla add some cheese on it and bake it in the oven,S8BAT46vJJs
347,337,127,garnish the baked burritos with cilantro,S8BAT46vJJs
36,14,403,soak the noodles and shrimp in water,LrfB-u6Y7Vg
91,76,403,slice the tofu,LrfB-u6Y7Vg
152,105,403,whisk palm sugar tamarind concentrate and fish sauce in a bowl,LrfB-u6Y7Vg
200,157,403,slice the scallion and chilli pepper,LrfB-u6Y7Vg
284,271,403,add oil and garlic to a wok,LrfB-u6Y7Vg
315,294,403,fry shrimp in the wok and then remove,LrfB-u6Y7Vg
359,322,403,fry tofu in the wok and then remove,LrfB-u6Y7Vg
415,370,403,cook the eggs in the wok,LrfB-u6Y7Vg
460,432,403,add the sauce chicken stock and noodles to the wok,LrfB-u6Y7Vg
501,478,403,add the shrimp garlic and tofu to the wok,LrfB-u6Y7Vg
595,514,403,add the noodles to a bowl and add the egg sprouts scallion peanuts chili and basal,LrfB-u6Y7Vg
65,48,225,chop celery into thin slices,Y4SijHJ02Zg
70,66,225,chop half of an onion into small pieces,Y4SijHJ02Zg
80,71,225,chop a few cloves of garlic into small pieces,Y4SijHJ02Zg
125,83,225,add olive oil to a pot over heat and add the vegetables and mix,Y4SijHJ02Zg
130,126,225,add sicilian oregano to the pot,Y4SijHJ02Zg
155,137,225,add the cannellini beans to the pot and stir,Y4SijHJ02Zg
175,170,225,add water to the pot,Y4SijHJ02Zg
217,197,225,add parsley salt pepper and tomato puree to the pot,Y4SijHJ02Zg
259,254,225,add ditalini pasta to the pot,Y4SijHJ02Zg
324,313,225,pour the soup into a serving bowl,Y4SijHJ02Zg
341,331,225,garnish the soup with some parsley drizzle some olive oil and grate some pecorino cheese,Y4SijHJ02Zg
59,55,107,wash the squid rings with plain water,22qauL6BO8E
89,60,107,add a spoon of baking soda to the squid and mix the squid,22qauL6BO8E
126,103,107,coat the squid rings with flour in a plastic bag,22qauL6BO8E
154,131,107,fry the squid rings in oil in a pan,22qauL6BO8E
135,116,105,crack eggs over the chicken,_pwC3oNzQT8
180,135,105,mix up the chicken with the eggs,_pwC3oNzQT8
204,185,105,mix paprika and pepper with the flour,_pwC3oNzQT8
274,232,105,dip the chicken in the flour marinade and the bread crumbs,_pwC3oNzQT8
291,277,105,fry the chicken in a pot with oil,_pwC3oNzQT8
344,338,105,cover the pot with the lid,_pwC3oNzQT8
80,60,102,slice the onions into thick slices and separate the rings,Pqi3yupFFJo
134,110,102,take  cup of all purpose flour add baking powder salt and blend together,Pqi3yupFFJo
156,135,102,crack one egg in another bowl and beat it and add in the milk and mix it together,Pqi3yupFFJo
198,157,102,coat the onion rings in flour mix,Pqi3yupFFJo
227,208,102,add the flour mixture into the egg bowl and mix it together,Pqi3yupFFJo
299,237,102,dip the onion rings in the batter and coat it with the panko breadcrumbs and place it on a wire rack,Pqi3yupFFJo
370,318,102,fry the onion rings in hot oil on medium heat until golden brown on both side,Pqi3yupFFJo
440,392,102,take mayonnaise add 1 tbsp of hot sauce add in the milk and mix it well,Pqi3yupFFJo
446,442,102,serve the rings with the sauce,Pqi3yupFFJo
99,21,126,saute onions garlic and jalapenos in a pan and add some salt,SSmpg5gmTzc
158,99,126,add mint water vinegar and vegetable stock to the pan,SSmpg5gmTzc
195,158,126,add the beef to the pan and submerge it in the liquid for two and half hours,SSmpg5gmTzc
254,195,126,chop the beef and soak it in the broth,SSmpg5gmTzc
283,254,126,heat the tortilla on a tortilla pan,SSmpg5gmTzc
321,283,126,add some beef some vegetables and sauce on the tortilla,SSmpg5gmTzc
54,35,305,slice the big bok choys into two halves,UVHIuuQ0-nA
82,68,305,cut 6 scallions into roughly 1 inch pieces,UVHIuuQ0-nA
102,95,305,add sliced carrots with them,UVHIuuQ0-nA
135,118,305,add salt to the vegetables and mix them,UVHIuuQ0-nA
224,153,305,add ginger garlic red chilli powder brown sugar and rice vinegar into the food processor and blend,UVHIuuQ0-nA
307,246,305,mix roasted sesame seeds vegetables bowl and the paste,UVHIuuQ0-nA
151,123,214,cut the foie gras into quarter inch thick pieces,cVDsNLn2zc4
174,158,214,season the foie gras with salt and pepper,cVDsNLn2zc4
222,186,214,cut a shallot into thin slices,cVDsNLn2zc4
248,229,214,cut an apple into thin slices,cVDsNLn2zc4
283,263,214,place the foie gras into a hot pan and flip after thirty seconds,cVDsNLn2zc4
320,309,214,place pieces of bread into the pan and grill on both sides,cVDsNLn2zc4
371,324,214,place the shallots into the pan and stir with salt and pepper,cVDsNLn2zc4
383,373,214,add the apples to the pan,cVDsNLn2zc4
398,385,214,place a piece of bread onto a plate and add a piece of foie shallots and apple,cVDsNLn2zc4
29,21,228,drain chickpeas in a strainer and rinse them off,J3wZ7wYPVTI
36,32,228,set a cup of chickpeas aside,J3wZ7wYPVTI
58,42,228,put some chickpeas in food processor and blend them,J3wZ7wYPVTI
65,60,228,add half cup of water and blend again,J3wZ7wYPVTI
76,68,228,add tahini to the food processor,J3wZ7wYPVTI
105,94,228,add lemon juice garlic cloves salt and cumin,J3wZ7wYPVTI
123,109,228,blend the ingredients,J3wZ7wYPVTI
138,128,228,pour in olive oil,J3wZ7wYPVTI
159,156,228,add lemon juice,J3wZ7wYPVTI
190,176,228,drizzle some olive oil and sprinkle cumin parsley and chickpeas on top,J3wZ7wYPVTI
210,98,119,take 2 lbs of ground beef in a bowl and add onion powder ground black pepper and seasoned salt,v7xUF6_YFcc
323,210,119,add two eggs to the bowl and salsa sauce to the beef mixture,v7xUF6_YFcc
389,350,119,add tomato ketchup on the beef and bake the mixture in the oven,v7xUF6_YFcc
38,33,222,rinse the mussels in water,JGp_1OQ_XC8
55,49,222,add the onion to the pot,JGp_1OQ_XC8
63,60,222,add the wine and the mussels,JGp_1OQ_XC8
69,67,222,cover the pot,JGp_1OQ_XC8
103,90,222,garnish with green onion,JGp_1OQ_XC8
50,40,412,fry the sausage in the wok with oil,OIHLdm9BuoU
78,50,412,add msg salt and pork powder to the rice,OIHLdm9BuoU
98,85,412,add eggs and the vegetables to the wok,OIHLdm9BuoU
114,98,412,add the rice and toss,OIHLdm9BuoU
137,115,412,add soy sauce and fish sauce and toss,OIHLdm9BuoU
162,147,412,add garlic and stir,OIHLdm9BuoU
26,15,117,melt butter in a sauce pan,BTMd6rcevns
31,27,117,boil some water and preserve some hot water for later use,BTMd6rcevns
46,32,117,place a bowl over the boiling water add vinegar and 2 egg yolks and whisk the mixture,BTMd6rcevns
52,47,117,squeeze 1  tbsp of lemon juice to it and keep whisking,BTMd6rcevns
62,53,117,pour melted butter and whisk,BTMd6rcevns
67,63,117,add a little bit of warm water and continue whisking,BTMd6rcevns
81,68,117,add tarragon salt cayenne pepper and little more water and whisk,BTMd6rcevns
91,85,117,add white vinegar to the boiling water and stir the water,BTMd6rcevns
105,92,117,drop an egg into the water and cook,BTMd6rcevns
111,106,117,remove the egg from water and drain off the excess water,BTMd6rcevns
123,112,117,combine spinach white onion avocado oil salt pepper and lemon juice,BTMd6rcevns
130,125,117,split and toast a english muffin and place the spinach salad over it,BTMd6rcevns
139,131,117,lay smoked salmon over the salad and then place the poached eggs,BTMd6rcevns
155,140,117,drizzle with hollandaise sauce,BTMd6rcevns
45,40,120,soak the potatoes in water,a6Axxe-Q9K0
55,46,120,drain the water dry the potatoes and mix in an egg,a6Axxe-Q9K0
85,62,120,add flour salt and black pepper powder mix together and refrigerate the mixture,a6Axxe-Q9K0
115,95,120,heat some soft butter on a pan and place ball-shaped mixture on the pan,a6Axxe-Q9K0
147,120,120,pour some olive oil on top and flip over,a6Axxe-Q9K0
47,41,324,place kabocha in a bowl and cover with plastic wrap,LMoGwLqPM64
58,53,324,cut the kabocha into bite-size pieces,LMoGwLqPM64
67,58,324,slice some onion and mushrooms,LMoGwLqPM64
87,71,324,put the water dashi powder sliced onion shimeji mushrooms and kabocha in a pot,LMoGwLqPM64
106,96,324,remove the foam then cover,LMoGwLqPM64
119,111,324,cook the noodles,LMoGwLqPM64
126,122,324,drain the noodles in a strainer and rinse the noodles under running water,LMoGwLqPM64
139,134,324,dilute the miso in a ladle and dissolve into the soup,LMoGwLqPM64
146,144,324,add the noodles,LMoGwLqPM64
79,63,216,heat a pan of oil and brown sausage,rAvuiOAC-V8
95,80,216,remove sausage and add bacon and onion to pan,rAvuiOAC-V8
101,96,216,add sausages back to pan,rAvuiOAC-V8
104,102,216,cover sausages with onion and bacon,rAvuiOAC-V8
118,105,216,add beer to pan,rAvuiOAC-V8
131,120,216,finish cooking sausages over coals,rAvuiOAC-V8
171,133,216,spread mustard on bread and place sausage onion bacon and sauerkraut to bun,rAvuiOAC-V8
73,62,317,add soy sauce sesame oil brown sugar honey and red chili pepper flakes to a bowl and mix,IJXdHAGqxhA
